Facility,State,County / Name of Facility,"Confirmed Cases 
(Staff)",Confirmed Cases (Residents),"Confirmed Deaths
(Staff)","Confirmed Deaths
(Residents)",Staff Recovered,Residents Recovered,"Date 
(last updated)",Source(s),Additional Notes,Coder,
Prison,Florida,Florida State Prison,1,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,FWRC,2,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Franklin CI,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Gadsden CF,15,9,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Gadsden Re-Entry Center,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Graceville CF,2,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Gulf CI,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Hamilton CI,2,12,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Hardee CI,1,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Hernando CI,2,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Holmes CI,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Homestead CI,2,73,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Jackson CI,5,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Jefferson CI,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Lake CI,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Lake City CF,1,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Lancaster CI,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Lawtey CI,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Liberty CI,7,184,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Lowell CI,1,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Madison CI,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Marion CI,1,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Martin CI,0,1,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Mayo Annex,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Moore Haven CF,1,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,New River CI,1,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,NWFRC,0,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
Prison,Florida,Okaloosa CI,1,0,0,0,,,5/11/20,http://www.dc.state.fl.us/comm/covid-19.html,"(5/10/20) article reports that of 9 total deaths in system, 6 at Blackwater, 1 at Sumter, and facilities for remaining two not disclosed (https://www.starfl.com/news/20200509/two-more-florida-inmates-die-of-covid-19)  (4/27/20) tracker reports five resident deaths and article reports fifht death at Blackwater facillity (https://www.tampabay.com/news/health/2020/04/27/fifth-inmate-dies-of-covid-19-at-nw-florida-prison/)  (4/18/20) article reports 4 deaths at Blackwater (http://www.northescambia.com/2020/04/four-dead-41-positives-for-covid-19-at-blackwater-prison-hundreds-in-quarantine-six-quarantined-at-century-prison)  (4/16/20) DOC web page is reporting 3 resident fatalities, but facility of third fatality is unknown, added to state-wide line item (4/15/20) two residents dead at Blackwater. 1 died on 4/9 and the other 4/12, but the facility kept it quiet ( https://www.news4jax.com/news/local/2020/04/15/2-inmates-at-florida-prison-die-of-covid-19/ ).",KP,
